LANGUAGE=ESPERANTO
abako;abacus
malkuraĝo;cowardice
malkuraĝulo;coward, funk
mallaborema;slothful
mallaksa;constipated
mallaksigilo;adstringent
mallakso;constipation
mallarĝa;narrow
mallaŭdi;to reproach, rebuke, reprove, scold
mallaŭdo;observation, remark, reproof
mallerni;to unlearn
mallerta;awkward
mallevi;lower
malleviĝi;to descend, go down
malliberejo;jail, gaol, prison
malliberigi;to imprison, jail
malliberulejo;jail, gaol, prison
malliberulo;prisoner
malligi;to untie
malloga;repellent, repelling, repulsive
mallonga;brief, short
mallongan tempon;a while, momentarily
mallongdaŭra;short-lived
mallongigaĵo;abbreviation, abridgement
mallongigi;to abbreviate, abridge, shorten
mallongigo;abbreviation
malluma;dark, dim
mallumo;darkness, murk
malmasiva;hollow
malmendi;to cancel, countermand
malmilda;bleak
malmobiliziĝi;to be released, demob
malmodesta;arrogant
malmodesteco;arrogance, assumingness, high-handedness, presumption, pretence
malmola;hard
malmoleco;hardness
malmorala;abandoned, nasty
malmulta;little
malmultaj;few
malmulte da;little
malmultekosta;cheap, inexpensive
malmunti;take apart
malnaiva;sophisticated
malneto;draft, rough draft
malnobla;abject, base, low, nasty, vile
malnobleco;abjection
malnova;old
malobea, malobeema;disobedient, insubordinate
malofta;rare
malordo;confusion, disorder
malpaci;to quarrel
malpaciĝi;to get in a quarrel
malpaco;quarrel
malpaki;to unpack
malpara;odd
malpermanenta;temporary
malpermesi;forbid, prohibit
malpermesita elirtempo;curfew
malpeza;light
malplaĉa;nasty
malplej;fewest, least
malplena;empty, void
malpleneco;emptiness
malplenigi;to empty
malpli;to fewer, less
malpli kaj malpli;to less and less
malplialtigi;to decrease, lower
malplialtiĝi;go down
malpliboniĝi;to decline, go back, fall off
malplifortiĝi;to abate, settle
malpliigebla;abatable
malpliigi;to abate, abridge, decrease, lessen
malpliigo;curtailment, retrenchment
malpliiĝi;to abate, decrease, diminish, drop, fall
malpliiĝo;abatement
malplilongigi;to abbreviate, abridge, curtail, shorten
malplipeziĝi;to fall away, lose, lose flesh, lose in weight
malplivarmigi;cool, cool down
malplivarmiĝi;to get cold
malplivarmiĝo;cooling
malpolurita;frosted
malprava;wrong
malpravi;to be wrong
malpreferi;to subordinate
malprefero;neglect, slighting
malprofito;loss
malprofunda;shallow, superficial
malprogresi;to decline, recede
malproksima;distant, far, remote
malproksimeco;distance
malproksimiĝi;to blow over
malpropra;another man's, other people's
malprosperi;to decline, recede
malprospero;decay
malprotesto;acquiescence, resignation, submission
malpura;dirty, filthy, nasty, soiled, unclean
malpureco;dirtiness, untidiness
malpurega;nasty, filthy
malpurigi;soil
malrapida;slow
malriĉa;miserable, poor
malriĉeco;poverty
malriĉulejo;almshouse, almonry, workhouse
malriĉulo;pauper, poor man
malriĉulprizorgado;almonership
malrigi;to dismantle, unrig
malsaĝa;foolish
malsaĝulo;fool
malsama;different
malsamkreda;dissenting
malsana;ill, sick, unhealthy
malsanejo;hospital
malsaneta;not well, upset
malsani;to be ailing
malsaniĝi;to be taken ill, fall ill
malsano;disease, illness
malsanulejo;hospital
malsanulo;patient
malsata;hungry
malsatego;famine
malsati;to be hungry
malsato;hunger
malseka;wet
malseka sezono;wet season
malsekaĵo, malsekeco;damp
malseketa;moist
malseketigi;to dampen
malsekiĝi;to get wet
malserena;dismal, dreary
malseriozaĵo;old wives' tale
malservi;to be detrimental to, detract from, do harm to
malsimetria;asymmetric, asymmetrical, dissymmetric *mal + simetria (symmetric)
malsimila;different
malsimpatia;nasty
malsimpatio;antipathy
malsimpla;complex, complicated
malsincera;underhanded, insincere
malsovaĝa;tame
malsovaĝigi;to tame
malsprita;dull, stupid
malstreĉiĝi;to relax
malstreĉo;détante
malsubstanca;insubstantial, light
malsukcesa;abortive
malsukcesego;failure, flop
malsukcesi;to abort, fail
malsukcesi pro;be foiled by, be frustrated by
malsukcesigi;to abort, quash
malsukceso;abortion
malsupera;inferior
malsupra flanko;bottom
malsupre;below, downstairs, underneath
malsupre de;below, beneath, under
malsupren;down
malsuprenirejo;slope
malsupreniri;to descend, get off, go down
malsupreniro;descent
malsuprenpendi;to depend, hang down
malsuprensalti;to jump off, leap down
malŝalti;to shut off, stop, switch off, turn off
malŝargi;to discharge, fire, fire off, let off
malŝargiĝi;go off
malŝarĝi;to unload
malŝlosi;to unlock
malŝminki;take off make-up
malŝpari;to waste
malŝparo;waste
malteni;to release
maltimema;daring
maltrafi;to miss
maltrankvila;anxious
maltrankviliga;anxious, grave, serious
maltrankviligi;to oppress
malutili;to harm
malutilo;harm
malvarma;bleak, chilly, cold
malvarmeta;cool
malvarmeta sezono;cool season
malvarmetiĝi;cool, cool down
malvarmo, malvarmumo;cold
malvasta;close, cramped
malvastejo;narrow space
malvenko;defeat
malvera;false, untrue
malvirto;vice
malvolvado;unwinding
malvolvi;to unroll
malzorga;careless, neglectful, negligent, remiss
malzorgeco;carelessness, negligence, remissness
mambesto;mammal
mamego;udder
mamnutri;to suckle
mamo;breast, teat
mampinto;nipple
mamulo;mammal
mamzono;bra
mandarino;tangerine
mandato;mandate
manfaritaĵo;handiwork
mangano;manganese
mango;mango
mangostano;mangosteen
mangujo;mango tree, mango-tree
manĝaĵo;food
manĝaĵoŝranko;larder, pantry, store-cupboard
manĝebla;edible
manĝejo;dining-room
manĝi;to eat, feed
manĝigi;to feed
manĝilara lavilo;detergent, washing-up liquid
manĝilaro;forks, knives and spoons
manĝo;meal, food
manĝobastonetoj;chopsticks
manĝoĉambro;dining-room
manĝokarto;menu
manĝoprovizejo;pantry
maniero;manner, mode, way
manifestacii;to demonstrate
manifestacio;demonstration
manifesti;to demonstrate, manifest, show
manifesto;manifest
manikuri;to manicure
manioko;cassave
manipulado;treatment
manipuli;to handle, manipulate
mankanta;absent
mankantlisto;attendance register
manke de;in the absence of
manki;to be lacking, be missing
mankigi;to drop, omit
manko;absence, lack, shortage, shortcoming
mano;hand
manovri;to maneuver, manoeuvre, manoeuvre
manovro;maneuver, manoeuvre, manoeuvre
manpilkludo;ball game
manplata frapado;applause
manplato;palm
manpremi;to shake hands
manpremo;handshake
manradiko;wrist
mansako, mansaketo;handbag, hand-bag
mansardo;attic, garret
mansigni;to wave
mantelo;cloak, mantle
manteni;to have got hold of
mantuko;towel
manumo;cuff
manuskripto;manuscript
maparo;atlas
mapo;map
mararmeo;navy
marbordo;coast, seaside, shore
marbranĉo;arm of the sea, estuary, firth
marĉandi;to bargain, haggle
marĉo;marsh, swamp
marfundo;bottom of the sea, sea-bottom
margarino;margarine *
margarito;daisy
marĝeno;margin
mariĥuano;marijuana
marioneto;marionette, puppet
marista bluo, mariste blua;navy blue
maristo;sailor
markezo;penthouse, shed
marki;to mark
marko;mark
markolo;strait
markoti;to layer
markoto;layer
marmalsano;seasickness
marmelado;jam, marmelade
marmonstro;sea-monster
marmoro;marble
maro;sea
marŝi;to march, walk
marŝo;walk
martelado;hammering
marteli;to hammer
martelo;hammer
martirino;martyr, female martyr
martiro;martyr
masaĝi;to massage
masaĝo;massage
masakri;to massacre
masakro;massacre
masiva;massive
maskado, maskerado;masquerade
maski;to mask
maskla;male
masklo;male
masko;mask
maskobalo;masked ball
maso;lump, mass
masonaĵo;masonry
masoni;to build
masonisto;mason
mastiko;putty
masto;mast
mastri;to be master over, dominate, to master
mastrino;mistress
mastro;boss, master
mastruma sistemo;operating system
mastrumi;to keep house, manage
mastrumistino;housekeeper
masturbi;to masturbate
maŝinaro;machinery
maŝino;engine, machine
maŝo;loop, mesh
matĉo;game, match
matematika;mathematical
matematikisto;mathematician
matematiko;mathematics
matene;in the morning
matenhoro;morning time
matenkoncerto;aubade
matenmanĝo;breakfast
mateno;morning
matenruĝo;red of dawn
matenstelo;morning star
materia;material
materialo;data, material
materiiĝi;to materialise, materialize
materio;matter
mato;mat
matraco;mattress
matrico;matrix
matura;mature, ripe
maturiĝi;to ripen
mava;bad
meblaro;furniture
mebli;to furnish
meblo;piece of furniture, furniture
meĉo;fuse, wick
medalo;medal
mediacii;to mediate
mediacio;mediation
medicina;medical
medicinaĵo;drug, medicine, pharmaceutical
medicino;medicine, practice of medicine
medikamento;drug, medicine, pharmaceutical
medio;environment
meditema;thinking, thoughtful, meditative, pensive
mediti;to meditate, think to oneself
mefito;skunk
megera;bitchy, shrewish
megero;shrew
mejlo;mile
mejloŝtono;landmark, milepost, milestone
mekanika, meĥanika;mechanical
mekanikisto, meĥanikisto;mechanic
mekaniko, meĥaniko;mechanics
melankolia;bleak, dismal, dreary, gaunt, melancholy
melankolio;melancholy
meleagro;turkey
melki;to milk
melo;badger
melodia;tuneful
melodio;melody, tune
melodramo;melodrama
melongeno;aubergine
melono;melon
mem;self, herself, himself, itself
membreco;membership
membriĝi;to accede
membro;limb, member
memevidenta;self-evident
memfida;confident, self-assured
memlerninto, meminstruito;autodidact, self-taught man
memoraĵo;keepsake, memento, souvenir
memori;to recall, recollect, remember
memorigaĵo;keepsake, memento, souvenir
memorigi;to recall, remind
memorinda;memorable
memoro;memory, recollection
memortago;anniversary
memstara;independant
memvola;willing
mencii;to mention
mencii mallonge;touch lightly on, touch on
mencio;mention
mendi;book, order, reserve
mendilo;order-form
mendo;order
mensa;mental
mensa postrestanteco;backwardness
mense postrestanta;backward, mentally deficient, retarded
menso;mind
mensogi;to lie, tell a lie
mensogisto;cheat, deceiver, imposter
mensogo;lie
mento;mint
mentono;chin
menuo;menu
mergi;to immerse
meriti;to be worthy of, deserve, merit
merito;merit
merkato;market, sales activity
merlo;blackbird
mesaĝo;errand, message
meso;mass
metaforo;metaphor
metaforriĉa;full of images
metala;metal, metallic
metalgarnaĵo;ironwork, mounting, studs
metalo;metal
metamorfozi;transform
metamorfozo;metamorphosis, recreation, regeneration, transformation
meteo;atmospheric phenomenon
meteorito;meteorite
meteoro;atmospheric phenomenon
meteorologio;meteorology
meti;to lay down, place, put, put down
meti supre sur;superimpose
metiejo;workshop
metiisto;artisan
metio;handicraft, occupation, trade
metodo;method
metra;metric
metro;meter, metre
metroo;subway, underground
metropolito;archbishop
metropolo;metropolis
mevo;seagull
meza;average, mean, middle
mezaĝa;middle-aged
mezaranĝo;accomodation
meze;rather
meze de;among, amidst, in the middle of
meznokto;midnight
meznombra;average, mean
meznombro;average
mezo;average, mean, middle
meztagmanĝi;to lunch
mezurado;measurement
mezuri;to measure
mezurita ĝuste;adjusted
mezuro;measure, measurement
mia, miaj;my
miaopinie;in my view, in my opinion, to my thinking
midŝipmano;middy, midshipsman, naval cadet
miela monato;honeymoon
mielĉelaro;honeycomb
mielo;honey
mieltrinkaĵo;mead
mieno;expression
migdalkukaĵo;almound pastry
migdalo;almond
migdalokula;almond-eyed
migrema;migrant
migri;to migrate, roam, wander, wander about
mikrobo;germ, microbe
mikrofilmo;microfilm
mikrofono;microphone
mikroskopo;microscope
miksaĵo;mixture
miksi;to blend, mingle, mix, shuffle
miksiĝi;to blend, mingle, mix
miksomatozo;myxomatosis
mikspoto;potpourri, pot-pourri
mil;thousand, one thousand
milda;gentle, mild
mildeco;balminess, gentleness, leniency, meekness, mildness
milibaro;millibar
milimetro;millimeter, millimetre
milio;millet
miliono;million
milita;military
militema;martial, warlike
militi;to make war, wage war
militista;military
militista vesperkoncerto;tattoo
militistaro;army
militisto;warrior
milito;war
militpastro;chaplain, padre
militpaŭzo;truce
miljaro;millennium
milvo;kite
min;me
min mem;myself
minaca;menacing, threatening
minaca timigo;intimidation
minacanta;menacing, threatening
minaci;to menace, threaten
minaco;menace, threat
minacordono;exhortation, warning
minbalaa ŝipo;mine sweeper
minbarita tereno;minefield
minejo;mine
minejoligno;pit-props, pitwood
minekspluatado;mining
mineralo;mineral
mingalerio;gallery of a mine
mingaso;fire-damp
minimuma;minimum
minimume;at least
minimumo;minimum
mininĝeniero;mining-engineer
ministerio;ministry
ministo;miner
ministra;ministerial
ministrejo;ministry
ministro;minister
minlampo;davy, safety-lamp
mino;mine
minoritato;minority
minsema ŝipo;minelayer
minus;minus
minusklo;lower case letter, small letter
minussigno;minus sign
minuto;minute
miopa;near-sighted, short-sighted
miraĝo;mirage
miraklo;miracle
mirho;myrrh
miri;to marvel, marvel at, wonder
miriado;myriad
miriapodo;centipede
miriga;amazing, astonishing
mirigi;to amaze
mirinda;wonderful
mirmekofago;anteater
mirtelo;blueberry
misdecidi;to make a bad decision
misdigesto;dyspepsia, indigestion
misformita;deformed
misiisto;missionary
misio;mission
miskalkuli;to miscalculate
miskompreni;to misunderstand
miskompreno;misunderstanding
mispaŝo;aberration, false step
mistero;mystery
mistifikaĉi;to cheat, defraud, fool, swindle
mistifiki;fool, hoax, mystify, trick
mistifiko;mystification
mistika;mystic, mystical
mistikismo;mysticism
mistikisto;mystic
misuzi;to abuse
misuzo;abuse
mita;mythical
mitingo;meeting, political meeting
mito;myth
mitologiisto;mythologist
mitologio;mythology
mitro;miter, mitre
mitulejo;mussel-bank, mussel-bed
mitulo;mussel
mizera;abject, dismal, meager, miserable, wretched
mizera salajro;starvation wage
mizere;miserably
mizerikordo;mercy
mizero;misery
mizerulo;pauper, poor devil, poor man
mnemonika;mnemonic
mobilizi;mobilize
modelfolio;pattern
modeli;to model
modelo;model
modemo;modem
modera;moderate, reasonable
moderigi;moderate
moderkosta;reasonable
moderna;modern
modernigi;modernize
modero;moderation
moderpreza;reasonable
modesta;modest
modesto, modesteco;modesty
modifi;modify
modli;model, mold, mould
modo;fashion, mode
mokado;derision, mockery, ridicule
mokaĵo;mockery
moki;to jeer at, make fun of, mock
moko;mockery
mokridi pri;to laugh at
mola;soft
moleco;mellowness, softness, tenderness
molekulo;molecule
molibdeno;molybdenum
moligi;soften up
molkoreco;tenderness
momento;instant, moment
momenton;a few minutes, a moment
monaĥejo;monastery
monaĥestro;archimandrite
monaĥino;nun
monaĥo;monk
monarko;monarch
monato;month
monavidulo;money-grubber
monbileto;bank-note
monbiletujo;wallet
mondmilito;worldwar
mondo;world
mondumo;high society
monereta mono;change
monerfiguro;effigy, head
monero;coin
monfarejo;mint
monfari;coin, mint
monludi;to gamble
mono;money
monogamio;monogamy
monoklo;monocle
monologo;monologue, soliloquy
monopolo;monopoly
monotona;monotonous
monperdo;loss
monpuni;to fine
monpuno;fine
monsinjoro;monsignor
monsistemo;monetary system
monstra;monstrous
monstreco;monstrosity
monstro;monster
montara aero;mountain air
montaro;mountain chain
montbretio;montbretia
monteta deklivo;hillside
monteto;hill
montfendo;chasm, cleft, gorge, gully, ravine
montkresto;mountain ridge
monto;mountain
montoĉeno;chain of mountains, mountain chain, mountain range, rand
montodeklivo;mountain slope
montodorso;mountain ridge
montpasejo;pass
montra pronomo;demonstrative, demonstrative pronoun
montrebla;apparent
montri;to indicate, point out, show
montriĉa;mountainous
montriĝi;point out to be
montrofenestro;show window
montspino;mountain ridge
montsuben;down the slope, downhill
montsupro;mountain peak, mountain top, pinnacle
montŝuo;mountaineering boot
montvojeto;mountain path
monujo;purse, wallet
monumenta;monumental
monumento;monument
monunuo;currency unit, monetary unit
mopedo;moped
mopso;pug, pug-dog
morala;moral
moralaĵo;moral
moraleco;morality
moralinstruo;moral
moralisto;moralist
moralo;morals
morbilo;measles
mordeti;to nibble
mordi;to bite
mordo;bite
mordpeco;morsel
morfemo;morpheme
morfemscienco;morphology
morfinmaniulo;morphine addict, morphinomaniac
morfino;morphia, morphine
morganata;morganatic, morganatical
morgaŭ;tomorrow
morgaŭ matene;tomorrow morning
morgaŭ posttagmeze;tomorrow afternoon
morgaŭ vespere;tomorrow evening
morgaŭa;of tomorrow
morna;desolate, dismal, dreary, gaunt, gloomy, mournful
moro;custom, mores
moroza;fretful, morose, peevish, sullen
morta;dead
morta malamiko;arch-enemy
mortema;mortal
mortero;morter
morti;to die, expire, pass away
mortiga;deadly
mortigi;to kill, liquidate, slay
mortigi sin;commit suicide, kill oneself
mortigiloj;instruments of murder
mortinta;dead
morto;death
mortpafi;to shoot dead
mortpala;ghastly
moruo;cod, codfish
moskeo;mosque
moskitforpelilo;mosquito repellant
moskito;mosquito
mosko;musk
moskodoro;musky smell
moskulo;musk-deer
mosto;must
moŝta;honorary
moŝto;excellency, majesty
motelo;motel
motivado, motiviĝo, motiviteco;motivation
motivo;motive, reason
moto;motto
motorboato;motor-boat, motor-launch
motorcikla policisto;motor-cycle policeman, police motor-cyclist
motorciklisto;motor-cyclist
motorciklo;motorcycle
